"","Source","Target","Weight","Country"
"1119","ARG_text374","learning_strategy",3,"Argentina"
"1120","ARG_text374","monitoring",3,"Argentina"
"1121","ARG_text375","active_listening",1,"Argentina"
"1122","ARG_text375","science",4,"Argentina"
"1123","ARG_text376","active_listening",1,"Argentina"
"1124","ARG_text376","science",8,"Argentina"
"1125","ARG_text377","mathematics",1,"Argentina"
"1126","ARG_text377","science",9,"Argentina"
"1127","ARG_text377","speaking",1,"Argentina"
"1128","ARG_text377","active_learning",1,"Argentina"
"1129","ARG_text378","mathematics",10,"Argentina"
"1130","ARG_text378","science",5,"Argentina"
"1131","ARG_text379","active_listening",1,"Argentina"
"1132","ARG_text379","science",5,"Argentina"
"1133","ARG_text379","monitoring",1,"Argentina"
"1134","ARG_text380","science",3,"Argentina"
"1135","ARG_text380","monitoring",2,"Argentina"
"1136","ARG_text381","active_listening",1,"Argentina"
"1137","ARG_text381","science",5,"Argentina"
"1138","ARG_text381","active_learning",1,"Argentina"
"1139","ARG_text383","science",11,"Argentina"
"1140","ARG_text383","active_learning",1,"Argentina"
"1141","ARG_text384","active_listening",5,"Argentina"
"1142","ARG_text384","mathematics",2,"Argentina"
"1143","ARG_text384","science",24,"Argentina"
"1144","ARG_text384","writing",1,"Argentina"
"1145","ARG_text384","critical_thinking",1,"Argentina"
"1146","ARG_text384","learning_strategy",4,"Argentina"
"1147","ARG_text385","science",3,"Argentina"
"1148","ARG_text386","science",1,"Argentina"
"1149","ARG_text387","science",1,"Argentina"
"1150","ARG_text387","learning_strategy",1,"Argentina"
"1151","ARG_text388","science",3,"Argentina"
"1152","ARG_text389","science",2,"Argentina"
"1153","ARG_text389","speaking",1,"Argentina"
"1154","ARG_text389","critical_thinking",1,"Argentina"
"1155","ARG_text390","science",2,"Argentina"
"1156","ARG_text391","science",3,"Argentina"
"1157","ARG_text392","science",11,"Argentina"
"1158","ARG_text392","active_learning",1,"Argentina"
"1159","ARG_text393","science",24,"Argentina"
"1160","ARG_text394","mathematics",1,"Argentina"
"1161","ARG_text394","science",6,"Argentina"
"1162","ARG_text395","reading_comprehension",3,"Argentina"
"1163","ARG_text395","science",12,"Argentina"
"1164","ARG_text395","speaking",1,"Argentina"
"1165","ARG_text396","active_listening",1,"Argentina"
"1166","ARG_text396","science",6,"Argentina"
"1167","ARG_text397","active_listening",1,"Argentina"
"1168","ARG_text397","science",13,"Argentina"
"1169","ARG_text397","speaking",1,"Argentina"
"1170","ARG_text397","active_learning",1,"Argentina"
"1171","ARG_text397","critical_thinking",4,"Argentina"
"1172","ARG_text398","active_listening",2,"Argentina"
"1173","ARG_text398","science",9,"Argentina"
"1174","ARG_text399","active_listening",2,"Argentina"
"1175","ARG_text399","reading_comprehension",2,"Argentina"
"1176","ARG_text399","science",51,"Argentina"
"1177","ARG_text399","speaking",2,"Argentina"
"1178","ARG_text399","writing",6,"Argentina"
"1179","ARG_text399","critical_thinking",5,"Argentina"
"1180","ARG_text399","learning_strategy",2,"Argentina"
"1181","ARG_text399","monitoring",5,"Argentina"
"1182","ARG_text400","reading_comprehension",1,"Argentina"
"1183","ARG_text400","science",10,"Argentina"
"1184","ARG_text400","critical_thinking",2,"Argentina"
"1185","ARG_text401","active_listening",1,"Argentina"
"1186","ARG_text401","science",3,"Argentina"
"1187","ARG_text402","reading_comprehension",1,"Argentina"
"1188","ARG_text402","science",9,"Argentina"
"1189","ARG_text402","speaking",2,"Argentina"
"1190","ARG_text403","science",8,"Argentina"
"1191","ARG_text403","critical_thinking",1,"Argentina"
"1192","ARG_text404","science",11,"Argentina"
"1193","ARG_text404","active_learning",1,"Argentina"
"1194","ARG_text404","critical_thinking",1,"Argentina"
"1195","ARG_text404","monitoring",1,"Argentina"
"1196","ARG_text405","active_listening",1,"Argentina"
"1197","ARG_text405","science",7,"Argentina"
"1198","ARG_text405","monitoring",1,"Argentina"
"1199","ARG_text406","active_listening",1,"Argentina"
"1200","ARG_text406","mathematics",2,"Argentina"
"1201","ARG_text406","reading_comprehension",1,"Argentina"
"1202","ARG_text406","science",2,"Argentina"
"1203","ARG_text406","active_learning",1,"Argentina"
"1204","ARG_text406","learning_strategy",1,"Argentina"
"1205","ARG_text407","reading_comprehension",1,"Argentina"
"1206","ARG_text407","science",4,"Argentina"
"1207","ARG_text407","learning_strategy",2,"Argentina"
"1208","ARG_text408","reading_comprehension",1,"Argentina"
"1209","ARG_text408","science",2,"Argentina"
"1210","ARG_text408","learning_strategy",1,"Argentina"
"1211","ARG_text409","active_listening",2,"Argentina"
"1212","ARG_text409","science",13,"Argentina"
"1213","ARG_text409","active_learning",1,"Argentina"
"1214","ARG_text409","learning_strategy",1,"Argentina"
"1215","ARG_text410","active_listening",1,"Argentina"
"1216","ARG_text410","reading_comprehension",1,"Argentina"
"1217","ARG_text410","science",2,"Argentina"
"1218","ARG_text410","learning_strategy",1,"Argentina"
"1219","ARG_text411","science",5,"Argentina"
"1220","ARG_text411","critical_thinking",2,"Argentina"
"1221","ARG_text412","science",4,"Argentina"
"1222","ARG_text412","monitoring",1,"Argentina"
"1223","ARG_text413","active_listening",2,"Argentina"
"1224","ARG_text413","science",7,"Argentina"
"1225","ARG_text413","active_learning",1,"Argentina"
"1226","ARG_text413","critical_thinking",1,"Argentina"
"1227","ARG_text413","monitoring",1,"Argentina"
"1228","ARG_text414","active_listening",1,"Argentina"
"1229","ARG_text414","speaking",1,"Argentina"
"1230","ARG_text415","science",2,"Argentina"
"1231","ARG_text415","monitoring",1,"Argentina"
"1232","ARG_text416","active_listening",2,"Argentina"
"1233","ARG_text416","mathematics",1,"Argentina"
"1234","ARG_text416","science",4,"Argentina"
"1235","ARG_text416","active_learning",1,"Argentina"
"1236","ARG_text416","learning_strategy",1,"Argentina"
"1237","ARG_text416","monitoring",1,"Argentina"
"1238","ARG_text417","active_listening",3,"Argentina"
"1239","ARG_text417","reading_comprehension",1,"Argentina"
"1240","ARG_text417","science",8,"Argentina"
"1241","ARG_text417","writing",1,"Argentina"
"1242","ARG_text417","learning_strategy",1,"Argentina"
"1243","ARG_text417","monitoring",2,"Argentina"
"1244","ARG_text418","science",4,"Argentina"
"1245","ARG_text418","speaking",1,"Argentina"
"1246","ARG_text418","learning_strategy",1,"Argentina"
"1247","ARG_text419","active_listening",1,"Argentina"
"1248","ARG_text419","science",3,"Argentina"
"1249","ARG_text419","speaking",1,"Argentina"
"1250","ARG_text420","active_listening",1,"Argentina"
"1251","ARG_text420","science",24,"Argentina"
"1252","ARG_text420","speaking",1,"Argentina"
"1253","ARG_text420","active_learning",1,"Argentina"
"1254","ARG_text420","critical_thinking",1,"Argentina"
"1255","ARG_text421","active_listening",2,"Argentina"
"1256","ARG_text421","science",2,"Argentina"
"1257","ARG_text421","learning_strategy",1,"Argentina"
"1258","ARG_text421","monitoring",3,"Argentina"
"1259","ARG_text422","science",4,"Argentina"
"1260","ARG_text422","learning_strategy",1,"Argentina"
"1261","ARG_text422","monitoring",1,"Argentina"
"1262","ARG_text423","science",5,"Argentina"
"1263","ARG_text423","speaking",1,"Argentina"
"1264","ARG_text423","active_learning",1,"Argentina"
"1265","ARG_text424","science",11,"Argentina"
"1266","ARG_text425","reading_comprehension",1,"Argentina"
"1267","ARG_text425","science",19,"Argentina"
"1268","ARG_text425","critical_thinking",1,"Argentina"
"1269","ARG_text426","reading_comprehension",1,"Argentina"
"1270","ARG_text426","science",4,"Argentina"
"1271","ARG_text426","learning_strategy",1,"Argentina"
"1272","ARG_text427","mathematics",13,"Argentina"
"1273","ARG_text427","reading_comprehension",1,"Argentina"
"1274","ARG_text427","science",1,"Argentina"
"1275","ARG_text427","learning_strategy",1,"Argentina"
"1276","ARG_text428","reading_comprehension",1,"Argentina"
"1277","ARG_text428","science",2,"Argentina"
"1278","ARG_text428","learning_strategy",1,"Argentina"
"1279","ARG_text429","active_listening",1,"Argentina"
"1280","ARG_text429","science",15,"Argentina"
"1281","ARG_text430","reading_comprehension",2,"Argentina"
"1282","ARG_text430","science",11,"Argentina"
"1283","ARG_text430","speaking",2,"Argentina"
"1284","ARG_text430","writing",1,"Argentina"
"1285","ARG_text430","critical_thinking",1,"Argentina"
"1286","ARG_text431","science",2,"Argentina"
"1287","ARG_text431","speaking",2,"Argentina"
"1288","ARG_text432","science",7,"Argentina"
"1289","ARG_text432","speaking",2,"Argentina"
"1290","ARG_text433","science",5,"Argentina"
"1291","ARG_text433","speaking",2,"Argentina"
"1292","ARG_text434","science",6,"Argentina"
"1293","ARG_text434","speaking",2,"Argentina"
"1294","ARG_text435","science",7,"Argentina"
"1295","ARG_text435","speaking",4,"Argentina"
"1296","ARG_text435","writing",1,"Argentina"
"1297","ARG_text436","science",4,"Argentina"
"1298","ARG_text436","speaking",3,"Argentina"
"1299","ARG_text437","science",4,"Argentina"
"1300","ARG_text437","speaking",2,"Argentina"
"1301","ARG_text438","science",4,"Argentina"
"1302","ARG_text438","speaking",2,"Argentina"
"1303","ARG_text438","active_learning",1,"Argentina"
"1304","ARG_text439","active_listening",1,"Argentina"
"1305","ARG_text439","science",2,"Argentina"
"1306","ARG_text439","speaking",6,"Argentina"
"1307","ARG_text439","writing",1,"Argentina"
"1308","ARG_text440","science",3,"Argentina"
"1309","ARG_text440","speaking",6,"Argentina"
"1310","ARG_text440","critical_thinking",1,"Argentina"
"1311","ARG_text441","active_listening",6,"Argentina"
"1312","ARG_text441","science",8,"Argentina"
"1313","ARG_text441","speaking",2,"Argentina"
"1314","ARG_text441","writing",1,"Argentina"
"1315","ARG_text442","reading_comprehension",1,"Argentina"
"1316","ARG_text442","science",3,"Argentina"
"1317","ARG_text442","speaking",2,"Argentina"
"1318","ARG_text443","active_listening",1,"Argentina"
"1319","ARG_text443","science",6,"Argentina"
"1320","ARG_text443","speaking",3,"Argentina"
"1321","ARG_text444","science",3,"Argentina"
"1322","ARG_text444","speaking",2,"Argentina"
"1323","ARG_text445","science",3,"Argentina"
"1324","ARG_text445","speaking",2,"Argentina"
"1325","ARG_text446","science",3,"Argentina"
"1326","ARG_text446","speaking",2,"Argentina"
"1327","ARG_text447","science",4,"Argentina"
"1328","ARG_text447","speaking",2,"Argentina"
"1329","ARG_text448","science",4,"Argentina"
"1330","ARG_text448","speaking",2,"Argentina"
"1331","ARG_text449","science",9,"Argentina"
"1332","ARG_text449","speaking",3,"Argentina"
"1333","ARG_text449","learning_strategy",1,"Argentina"
"1334","ARG_text450","mathematics",1,"Argentina"
"1335","ARG_text450","reading_comprehension",1,"Argentina"
"1336","ARG_text450","science",2,"Argentina"
"1337","ARG_text450","speaking",2,"Argentina"
"1338","ARG_text451","science",6,"Argentina"
"1339","ARG_text451","speaking",3,"Argentina"
"1340","ARG_text451","monitoring",1,"Argentina"
"1341","ARG_text452","active_listening",1,"Argentina"
"1342","ARG_text452","mathematics",1,"Argentina"
"1343","ARG_text452","science",4,"Argentina"
"1344","ARG_text452","speaking",2,"Argentina"
"1345","ARG_text452","active_learning",1,"Argentina"
"1346","ARG_text453","science",3,"Argentina"
"1347","ARG_text453","speaking",2,"Argentina"
"1348","ARG_text454","science",2,"Argentina"
"1349","ARG_text454","speaking",2,"Argentina"
"1350","ARG_text455","science",2,"Argentina"
"1351","ARG_text455","speaking",2,"Argentina"
"1352","ARG_text456","reading_comprehension",1,"Argentina"
"1353","ARG_text456","science",3,"Argentina"
"1354","ARG_text456","speaking",2,"Argentina"
"1355","ARG_text457","active_listening",2,"Argentina"
"1356","ARG_text457","science",2,"Argentina"
"1357","ARG_text457","speaking",2,"Argentina"
"1358","ARG_text457","learning_strategy",9,"Argentina"
"1359","ARG_text458","science",2,"Argentina"
"1360","ARG_text458","speaking",2,"Argentina"
"1361","ARG_text459","science",2,"Argentina"
"1362","ARG_text459","speaking",2,"Argentina"
"1363","ARG_text460","science",2,"Argentina"
"1364","ARG_text460","speaking",2,"Argentina"
"1365","ARG_text461","science",2,"Argentina"
"1366","ARG_text461","speaking",2,"Argentina"
"1367","ARG_text462","active_listening",1,"Argentina"
"1368","ARG_text462","science",3,"Argentina"
"1369","ARG_text462","speaking",2,"Argentina"
"1370","ARG_text463","active_listening",1,"Argentina"
"1371","ARG_text463","science",18,"Argentina"
"1372","ARG_text463","speaking",2,"Argentina"
"1373","ARG_text463","writing",1,"Argentina"
"1374","ARG_text463","learning_strategy",2,"Argentina"
"1375","ARG_text464","science",6,"Argentina"
"1376","ARG_text464","speaking",2,"Argentina"
"1377","ARG_text465","science",4,"Argentina"
"1378","ARG_text465","speaking",2,"Argentina"
"1379","ARG_text466","active_listening",1,"Argentina"
"1380","ARG_text466","science",5,"Argentina"
"1381","ARG_text466","speaking",20,"Argentina"
"1382","ARG_text466","writing",1,"Argentina"
"1383","ARG_text467","reading_comprehension",1,"Argentina"
"1384","ARG_text467","science",8,"Argentina"
"1385","ARG_text467","speaking",2,"Argentina"
"1386","ARG_text467","critical_thinking",1,"Argentina"
"1387","ARG_text467","monitoring",1,"Argentina"
"1388","ARG_text468","science",19,"Argentina"
"1389","ARG_text468","speaking",2,"Argentina"
"1390","ARG_text468","writing",1,"Argentina"
"1391","ARG_text469","science",9,"Argentina"
"1392","ARG_text469","speaking",3,"Argentina"
"1393","ARG_text469","critical_thinking",1,"Argentina"
"1394","ARG_text470","active_listening",2,"Argentina"
"1395","ARG_text470","reading_comprehension",8,"Argentina"
"1396","ARG_text470","science",43,"Argentina"
"1397","ARG_text470","speaking",4,"Argentina"
"1398","ARG_text470","writing",1,"Argentina"
"1399","ARG_text470","critical_thinking",1,"Argentina"
"1400","ARG_text470","learning_strategy",2,"Argentina"
"1401","ARG_text470","monitoring",1,"Argentina"
"1402","ARG_text471","science",8,"Argentina"
"1403","ARG_text471","speaking",4,"Argentina"
"1404","ARG_text471","writing",1,"Argentina"
"1405","ARG_text472","reading_comprehension",1,"Argentina"
"1406","ARG_text472","science",36,"Argentina"
"1407","ARG_text472","speaking",3,"Argentina"
"1408","ARG_text472","writing",1,"Argentina"
"1409","ARG_text472","learning_strategy",7,"Argentina"
"1410","ARG_text472","monitoring",2,"Argentina"
"1411","ARG_text473","active_listening",3,"Argentina"
"1412","ARG_text473","reading_comprehension",7,"Argentina"
"1413","ARG_text473","science",40,"Argentina"
"1414","ARG_text473","speaking",6,"Argentina"
"1415","ARG_text473","writing",2,"Argentina"
"1416","ARG_text473","critical_thinking",1,"Argentina"
"1417","ARG_text473","learning_strategy",2,"Argentina"
"1418","ARG_text473","monitoring",2,"Argentina"
"1419","ARG_text474","active_listening",2,"Argentina"
"1420","ARG_text474","science",14,"Argentina"
"1421","ARG_text474","speaking",3,"Argentina"
"1422","ARG_text474","writing",1,"Argentina"
"1423","ARG_text474","critical_thinking",1,"Argentina"
"1424","ARG_text475","active_listening",6,"Argentina"
"1425","ARG_text475","science",44,"Argentina"
"1426","ARG_text475","speaking",5,"Argentina"
"1427","ARG_text475","active_learning",1,"Argentina"
"1428","ARG_text475","critical_thinking",1,"Argentina"
"1429","ARG_text475","monitoring",1,"Argentina"
"1430","ARG_text476","active_listening",2,"Argentina"
"1431","ARG_text476","science",7,"Argentina"
"1432","ARG_text476","speaking",3,"Argentina"
"1433","ARG_text477","active_listening",3,"Argentina"
"1434","ARG_text477","mathematics",1,"Argentina"
"1435","ARG_text477","science",14,"Argentina"
"1436","ARG_text477","speaking",3,"Argentina"
"1437","ARG_text477","learning_strategy",2,"Argentina"
"1438","ARG_text478","active_listening",2,"Argentina"
"1439","ARG_text478","science",5,"Argentina"
"1440","ARG_text478","speaking",6,"Argentina"
"1441","ARG_text478","critical_thinking",2,"Argentina"
"1442","ARG_text478","learning_strategy",6,"Argentina"
"1443","ARG_text479","science",6,"Argentina"
"1444","ARG_text479","speaking",3,"Argentina"
"1445","ARG_text479","writing",1,"Argentina"
"1446","ARG_text480","science",10,"Argentina"
"1447","ARG_text480","speaking",4,"Argentina"
"1448","ARG_text480","writing",1,"Argentina"
"1449","ARG_text480","learning_strategy",1,"Argentina"
"1450","ARG_text480","monitoring",1,"Argentina"
"1451","ARG_text481","science",13,"Argentina"
"1452","ARG_text481","speaking",4,"Argentina"
"1453","ARG_text481","monitoring",1,"Argentina"
"1454","ARG_text482","science",12,"Argentina"
"1455","ARG_text482","speaking",4,"Argentina"
"1456","ARG_text482","writing",1,"Argentina"
"1457","ARG_text482","learning_strategy",3,"Argentina"
"1458","ARG_text482","monitoring",2,"Argentina"
"1459","ARG_text483","active_listening",4,"Argentina"
"1460","ARG_text483","reading_comprehension",1,"Argentina"
"1461","ARG_text483","science",13,"Argentina"
"1462","ARG_text483","speaking",3,"Argentina"
"1463","ARG_text483","active_learning",1,"Argentina"
"1464","ARG_text483","critical_thinking",1,"Argentina"
"1465","ARG_text483","learning_strategy",10,"Argentina"
"1466","ARG_text483","monitoring",5,"Argentina"
"1467","ARG_text484","reading_comprehension",1,"Argentina"
"1468","ARG_text484","science",5,"Argentina"
"1469","ARG_text484","speaking",3,"Argentina"
"1470","ARG_text484","writing",1,"Argentina"
"1471","ARG_text484","learning_strategy",6,"Argentina"
"1472","ARG_text485","active_listening",2,"Argentina"
"1473","ARG_text485","science",6,"Argentina"
"1474","ARG_text485","speaking",3,"Argentina"
"1475","ARG_text485","writing",3,"Argentina"
"1476","ARG_text485","active_learning",1,"Argentina"
"1477","ARG_text485","critical_thinking",1,"Argentina"
"1478","ARG_text485","learning_strategy",2,"Argentina"
"1479","ARG_text486","science",6,"Argentina"
"1480","ARG_text486","speaking",3,"Argentina"
"1481","ARG_text486","writing",1,"Argentina"
"1482","ARG_text486","monitoring",1,"Argentina"
"1483","ARG_text487","active_listening",1,"Argentina"
"1484","ARG_text487","reading_comprehension",10,"Argentina"
"1485","ARG_text487","science",54,"Argentina"
"1486","ARG_text487","speaking",5,"Argentina"
"1487","ARG_text487","writing",2,"Argentina"
"1488","ARG_text487","active_learning",1,"Argentina"
"1489","ARG_text487","critical_thinking",5,"Argentina"
"1490","ARG_text487","learning_strategy",5,"Argentina"
"1491","ARG_text487","monitoring",4,"Argentina"
"1492","ARG_text488","active_listening",2,"Argentina"
"1493","ARG_text488","reading_comprehension",11,"Argentina"
"1494","ARG_text488","science",71,"Argentina"
"1495","ARG_text488","speaking",7,"Argentina"
"1496","ARG_text488","writing",2,"Argentina"
"1497","ARG_text488","learning_strategy",1,"Argentina"
"1498","ARG_text489","active_listening",1,"Argentina"
"1499","ARG_text489","reading_comprehension",8,"Argentina"
"1500","ARG_text489","science",49,"Argentina"
"1501","ARG_text489","speaking",4,"Argentina"
"1502","ARG_text489","writing",1,"Argentina"
"1503","ARG_text489","critical_thinking",2,"Argentina"
"1504","ARG_text489","learning_strategy",1,"Argentina"
"1505","ARG_text490","active_listening",1,"Argentina"
"1506","ARG_text490","reading_comprehension",1,"Argentina"
"1507","ARG_text490","science",18,"Argentina"
"1508","ARG_text490","speaking",8,"Argentina"
"1509","ARG_text490","critical_thinking",4,"Argentina"
"1510","ARG_text490","learning_strategy",1,"Argentina"
"1511","ARG_text490","monitoring",4,"Argentina"
"1512","ARG_text491","science",12,"Argentina"
"1513","ARG_text491","speaking",36,"Argentina"
"1514","ARG_text491","writing",1,"Argentina"
"1515","ARG_text491","critical_thinking",1,"Argentina"
"1516","ARG_text491","monitoring",4,"Argentina"
"1517","ARG_text492","active_listening",1,"Argentina"
"1518","ARG_text492","reading_comprehension",11,"Argentina"
"1519","ARG_text492","science",30,"Argentina"
"1520","ARG_text492","speaking",8,"Argentina"
"1521","ARG_text492","writing",4,"Argentina"
"1522","ARG_text492","critical_thinking",1,"Argentina"
"1523","ARG_text492","learning_strategy",4,"Argentina"
"1524","ARG_text492","monitoring",5,"Argentina"
"1525","ARG_text493","reading_comprehension",1,"Argentina"
"1526","ARG_text493","science",15,"Argentina"
"1527","ARG_text493","speaking",3,"Argentina"
"1528","ARG_text493","writing",1,"Argentina"
"1529","ARG_text493","critical_thinking",1,"Argentina"
"1530","ARG_text493","learning_strategy",2,"Argentina"
"1531","ARG_text494","reading_comprehension",2,"Argentina"
"1532","ARG_text494","science",9,"Argentina"
"1533","ARG_text494","active_learning",1,"Argentina"
"1534","ARG_text494","monitoring",1,"Argentina"
"1535","ARG_text495","active_listening",1,"Argentina"
"1536","ARG_text495","science",4,"Argentina"
"1537","ARG_text495","speaking",1,"Argentina"
"1538","ARG_text496","science",6,"Argentina"
"1539","ARG_text497","science",5,"Argentina"
"1540","ARG_text498","science",4,"Argentina"
"1541","ARG_text498","monitoring",1,"Argentina"
"1542","ARG_text499","science",3,"Argentina"
"1543","ARG_text500","science",3,"Argentina"
"1544","ARG_text501","science",2,"Argentina"
"1545","ARG_text502","science",2,"Argentina"
"1546","ARG_text503","science",2,"Argentina"
"1547","ARG_text504","science",1,"Argentina"
"1548","ARG_text505","active_listening",2,"Argentina"
"1549","ARG_text505","science",1,"Argentina"
"1550","ARG_text505","active_learning",1,"Argentina"
"1551","ARG_text505","monitoring",1,"Argentina"
"1552","ARG_text506","science",1,"Argentina"
"1553","ARG_text507","science",4,"Argentina"
"1554","ARG_text508","reading_comprehension",3,"Argentina"
"1555","ARG_text508","science",13,"Argentina"
"1556","ARG_text509","science",1,"Argentina"
"1557","ARG_text509","speaking",3,"Argentina"
"1558","ARG_text509","monitoring",1,"Argentina"
"1559","ARG_text510","active_listening",1,"Argentina"
"1560","ARG_text510","active_learning",1,"Argentina"
"1561","ARG_text510","monitoring",1,"Argentina"
"1562","ARG_text511","active_listening",1,"Argentina"
"1563","ARG_text511","science",14,"Argentina"
"1564","ARG_text511","active_learning",1,"Argentina"
"1565","ARG_text512","science",21,"Argentina"
"1566","ARG_text513","active_listening",1,"Argentina"
"1567","ARG_text513","science",14,"Argentina"
"1568","ARG_text513","speaking",1,"Argentina"
"1569","ARG_text513","active_learning",1,"Argentina"
"1570","ARG_text513","learning_strategy",3,"Argentina"
"1571","ARG_text514","active_listening",1,"Argentina"
"1572","ARG_text514","science",4,"Argentina"
"1573","ARG_text514","active_learning",1,"Argentina"
"1574","ARG_text514","monitoring",1,"Argentina"
"1575","BRA_text1","science",3,"Brazil"
"1576","BRA_text1","monitoring",1,"Brazil"
"1577","BRA_text2","science",1,"Brazil"
"1578","BRA_text2","active_learning",1,"Brazil"
"1579","BRA_text2","monitoring",1,"Brazil"
"1580","BRA_text3","active_listening",1,"Brazil"
"1581","BRA_text3","science",10,"Brazil"
"1582","BRA_text3","monitoring",2,"Brazil"
"1583","BRA_text4","monitoring",2,"Brazil"
"1584","BRA_text5","reading_comprehension",1,"Brazil"
"1585","BRA_text5","speaking",1,"Brazil"
"1586","BRA_text6","reading_comprehension",1,"Brazil"
"1587","BRA_text6","speaking",1,"Brazil"
"1588","BRA_text7","science",2,"Brazil"
"1589","BRA_text8","science",2,"Brazil"
"1590","BRA_text9","science",1,"Brazil"
"1591","BRA_text10","reading_comprehension",2,"Brazil"
"1592","BRA_text10","science",13,"Brazil"
"1593","BRA_text11","active_listening",2,"Brazil"
"1594","BRA_text11","reading_comprehension",3,"Brazil"
"1595","BRA_text11","science",22,"Brazil"
"1596","BRA_text11","active_learning",1,"Brazil"
"1597","BRA_text11","learning_strategy",1,"Brazil"
"1598","BRA_text11","monitoring",1,"Brazil"
"1599","BRA_text12","reading_comprehension",1,"Brazil"
"1600","BRA_text12","science",10,"Brazil"
"1601","BRA_text12","learning_strategy",1,"Brazil"
"1602","BRA_text13","active_listening",2,"Brazil"
"1603","BRA_text13","science",15,"Brazil"
"1604","BRA_text13","active_learning",2,"Brazil"
"1605","BRA_text14","science",2,"Brazil"
"1606","BRA_text15","science",1,"Brazil"
"1607","BRA_text15","speaking",1,"Brazil"
"1608","BRA_text16","science",2,"Brazil"
"1609","BRA_text17","active_listening",1,"Brazil"
"1610","BRA_text17","science",2,"Brazil"
"1611","BRA_text17","active_learning",1,"Brazil"
"1612","BRA_text18","science",3,"Brazil"
"1613","BRA_text18","speaking",1,"Brazil"
"1614","BRA_text19","science",3,"Brazil"
"1615","BRA_text19","learning_strategy",3,"Brazil"
"1616","BRA_text19","monitoring",1,"Brazil"
"1617","BRA_text20","active_listening",1,"Brazil"
"1618","BRA_text20","reading_comprehension",1,"Brazil"
"1619","BRA_text20","science",2,"Brazil"
"1620","BRA_text21","science",2,"Brazil"
"1621","BRA_text21","learning_strategy",1,"Brazil"
"1622","BRA_text22","active_listening",5,"Brazil"
"1623","BRA_text22","science",3,"Brazil"
"1624","BRA_text22","speaking",1,"Brazil"
"1625","BRA_text23","science",3,"Brazil"
"1626","BRA_text23","speaking",1,"Brazil"
"1627","BRA_text23","monitoring",1,"Brazil"
"1628","BRA_text24","active_listening",4,"Brazil"
"1629","BRA_text24","reading_comprehension",1,"Brazil"
"1630","BRA_text24","learning_strategy",1,"Brazil"
"1631","BRA_text25","active_listening",2,"Brazil"
"1632","BRA_text25","reading_comprehension",1,"Brazil"
"1633","BRA_text25","science",9,"Brazil"
"1634","BRA_text25","speaking",3,"Brazil"
"1635","BRA_text26","active_listening",2,"Brazil"
"1636","BRA_text26","reading_comprehension",1,"Brazil"
"1637","BRA_text26","science",5,"Brazil"
"1638","BRA_text26","speaking",2,"Brazil"
"1639","BRA_text27","active_listening",2,"Brazil"
"1640","BRA_text27","mathematics",10,"Brazil"
"1641","BRA_text27","reading_comprehension",1,"Brazil"
"1642","BRA_text27","science",16,"Brazil"
"1643","BRA_text27","speaking",3,"Brazil"
"1644","BRA_text27","learning_strategy",1,"Brazil"
"1645","BRA_text28","active_listening",2,"Brazil"
"1646","BRA_text28","mathematics",1,"Brazil"
"1647","BRA_text28","reading_comprehension",1,"Brazil"
"1648","BRA_text28","science",11,"Brazil"
"1649","BRA_text28","speaking",2,"Brazil"
"1650","BRA_text28","learning_strategy",2,"Brazil"
"1651","BRA_text29","active_listening",2,"Brazil"
"1652","BRA_text29","reading_comprehension",1,"Brazil"
"1653","BRA_text29","science",12,"Brazil"
"1654","BRA_text29","speaking",2,"Brazil"
"1655","BRA_text29","monitoring",1,"Brazil"
"1656","BRA_text30","active_listening",2,"Brazil"
"1657","BRA_text30","reading_comprehension",1,"Brazil"
"1658","BRA_text30","science",13,"Brazil"
"1659","BRA_text30","speaking",3,"Brazil"
"1660","BRA_text30","active_learning",1,"Brazil"
"1661","BRA_text31","active_listening",2,"Brazil"
"1662","BRA_text31","reading_comprehension",1,"Brazil"
"1663","BRA_text31","science",10,"Brazil"
"1664","BRA_text31","speaking",3,"Brazil"
"1665","BRA_text32","reading_comprehension",1,"Brazil"
"1666","BRA_text32","science",2,"Brazil"
"1667","BRA_text33","reading_comprehension",1,"Brazil"
"1668","BRA_text33","science",1,"Brazil"
"1669","BRA_text34","reading_comprehension",1,"Brazil"
"1670","BRA_text34","science",1,"Brazil"
"1671","BRA_text34","speaking",3,"Brazil"
"1672","BRA_text34","critical_thinking",1,"Brazil"
"1673","BRA_text35","science",16,"Brazil"
"1674","BRA_text35","speaking",1,"Brazil"
"1675","BRA_text35","active_learning",1,"Brazil"
"1676","BRA_text36","science",1,"Brazil"
"1677","BRA_text36","active_learning",2,"Brazil"
"1678","BRA_text37","active_listening",1,"Brazil"
"1679","BRA_text37","science",1,"Brazil"
"1680","BRA_text37","speaking",1,"Brazil"
"1681","BRA_text37","learning_strategy",4,"Brazil"
"1682","BRA_text38","science",4,"Brazil"
"1683","BRA_text39","active_listening",5,"Brazil"
"1684","BRA_text39","reading_comprehension",4,"Brazil"
"1685","BRA_text39","science",13,"Brazil"
"1686","BRA_text39","speaking",1,"Brazil"
"1687","BRA_text39","active_learning",2,"Brazil"
"1688","BRA_text39","learning_strategy",2,"Brazil"
"1689","BRA_text40","science",1,"Brazil"
"1690","BRA_text41","science",1,"Brazil"
"1691","BRA_text41","learning_strategy",2,"Brazil"
"1692","BRA_text42","reading_comprehension",1,"Brazil"
