"","Source","Target","Weight","Country"
"1693","BRA_text43","science",1,"Brazil"
"1694","BRA_text45","active_listening",2,"Brazil"
"1695","BRA_text45","reading_comprehension",4,"Brazil"
"1696","BRA_text45","science",8,"Brazil"
"1697","BRA_text45","speaking",2,"Brazil"
"1698","BRA_text45","writing",1,"Brazil"
"1699","BRA_text45","active_learning",5,"Brazil"
"1700","BRA_text45","critical_thinking",1,"Brazil"
"1701","BRA_text45","learning_strategy",7,"Brazil"
"1702","BRA_text45","monitoring",2,"Brazil"
"1703","BRA_text46","reading_comprehension",1,"Brazil"
"1704","BRA_text46","science",2,"Brazil"
"1705","BRA_text47","reading_comprehension",1,"Brazil"
"1706","BRA_text47","science",6,"Brazil"
"1707","BRA_text47","speaking",1,"Brazil"
"1708","BRA_text47","monitoring",1,"Brazil"
"1709","BRA_text48","active_listening",2,"Brazil"
"1710","BRA_text48","reading_comprehension",1,"Brazil"
"1711","BRA_text48","science",5,"Brazil"
"1712","BRA_text48","monitoring",1,"Brazil"
"1713","BRA_text49","mathematics",1,"Brazil"
"1714","BRA_text49","reading_comprehension",1,"Brazil"
"1715","BRA_text49","science",6,"Brazil"
"1716","BRA_text49","critical_thinking",1,"Brazil"
"1717","BRA_text49","monitoring",1,"Brazil"
"1718","BRA_text50","active_listening",2,"Brazil"
"1719","BRA_text50","reading_comprehension",3,"Brazil"
"1720","BRA_text50","science",5,"Brazil"
"1721","BRA_text50","speaking",3,"Brazil"
"1722","BRA_text50","active_learning",3,"Brazil"
"1723","BRA_text50","critical_thinking",3,"Brazil"
"1724","BRA_text50","learning_strategy",1,"Brazil"
"1725","BRA_text51","active_listening",1,"Brazil"
"1726","BRA_text51","science",3,"Brazil"
"1727","BRA_text51","learning_strategy",1,"Brazil"
"1728","BRA_text52","active_listening",2,"Brazil"
"1729","BRA_text52","science",3,"Brazil"
"1730","BRA_text52","speaking",2,"Brazil"
"1731","BRA_text52","active_learning",2,"Brazil"
"1732","BRA_text53","science",5,"Brazil"
"1733","BRA_text53","speaking",1,"Brazil"
"1734","BRA_text54","science",1,"Brazil"
"1735","BRA_text55","science",2,"Brazil"
"1736","BRA_text55","speaking",1,"Brazil"
"1737","BRA_text56","science",1,"Brazil"
"1738","BRA_text56","speaking",1,"Brazil"
"1739","BRA_text57","science",19,"Brazil"
"1740","BRA_text57","speaking",1,"Brazil"
"1741","BRA_text58","active_listening",1,"Brazil"
"1742","BRA_text58","reading_comprehension",1,"Brazil"
"1743","BRA_text58","science",4,"Brazil"
"1744","BRA_text58","speaking",1,"Brazil"
"1745","BRA_text59","active_listening",1,"Brazil"
"1746","BRA_text59","science",2,"Brazil"
"1747","BRA_text59","speaking",3,"Brazil"
"1748","BRA_text60","active_listening",2,"Brazil"
"1749","BRA_text60","speaking",1,"Brazil"
"1750","BRA_text60","active_learning",1,"Brazil"
"1751","BRA_text61","active_listening",1,"Brazil"
"1752","BRA_text61","speaking",1,"Brazil"
"1753","BRA_text62","active_listening",1,"Brazil"
"1754","BRA_text62","science",10,"Brazil"
"1755","BRA_text62","speaking",1,"Brazil"
"1756","BRA_text62","critical_thinking",1,"Brazil"
"1757","BRA_text63","active_listening",2,"Brazil"
"1758","BRA_text63","science",1,"Brazil"
"1759","BRA_text63","speaking",2,"Brazil"
"1760","BRA_text63","learning_strategy",1,"Brazil"
"1761","BRA_text64","science",2,"Brazil"
"1762","BRA_text64","speaking",1,"Brazil"
"1763","BRA_text65","science",14,"Brazil"
"1764","BRA_text66","active_listening",1,"Brazil"
"1765","BRA_text66","science",1,"Brazil"
"1766","BRA_text66","active_learning",1,"Brazil"
"1767","BRA_text67","active_learning",2,"Brazil"
"1768","BRA_text68","science",1,"Brazil"
"1769","BRA_text71","science",1,"Brazil"
"1770","BRA_text73","science",11,"Brazil"
"1771","BRA_text73","monitoring",2,"Brazil"
"1772","BRA_text74","science",1,"Brazil"
"1773","BRA_text75","science",2,"Brazil"
"1774","BRA_text75","active_learning",1,"Brazil"
"1775","BRA_text76","science",2,"Brazil"
"1776","BRA_text77","science",1,"Brazil"
"1777","BRA_text78","science",2,"Brazil"
"1778","BRA_text78","learning_strategy",2,"Brazil"
"1779","BRA_text79","active_listening",2,"Brazil"
"1780","BRA_text79","reading_comprehension",1,"Brazil"
"1781","BRA_text79","critical_thinking",1,"Brazil"
"1782","BRA_text80","science",3,"Brazil"
"1783","BRA_text82","active_listening",1,"Brazil"
"1784","BRA_text82","reading_comprehension",1,"Brazil"
"1785","BRA_text83","science",2,"Brazil"
"1786","BRA_text84","active_listening",2,"Brazil"
"1787","BRA_text84","reading_comprehension",2,"Brazil"
"1788","BRA_text84","science",3,"Brazil"
"1789","BRA_text85","reading_comprehension",2,"Brazil"
"1790","BRA_text85","science",3,"Brazil"
"1791","BRA_text86","science",8,"Brazil"
"1792","BRA_text86","speaking",1,"Brazil"
"1793","BRA_text87","science",9,"Brazil"
"1794","BRA_text87","monitoring",5,"Brazil"
"1795","BRA_text88","science",2,"Brazil"
"1796","BRA_text88","speaking",1,"Brazil"
"1797","BRA_text89","reading_comprehension",4,"Brazil"
"1798","BRA_text89","learning_strategy",1,"Brazil"
"1799","BRA_text90","science",1,"Brazil"
"1800","BRA_text90","speaking",1,"Brazil"
"1801","BRA_text90","learning_strategy",3,"Brazil"
"1802","BRA_text91","science",1,"Brazil"
"1803","BRA_text91","speaking",1,"Brazil"
"1804","BRA_text92","reading_comprehension",7,"Brazil"
"1805","BRA_text92","science",14,"Brazil"
"1806","BRA_text92","speaking",5,"Brazil"
"1807","BRA_text92","active_learning",9,"Brazil"
"1808","BRA_text92","learning_strategy",3,"Brazil"
"1809","BRA_text92","monitoring",9,"Brazil"
"1810","BRA_text93","science",1,"Brazil"
"1811","BRA_text94","science",2,"Brazil"
"1812","BRA_text95","active_listening",2,"Brazil"
"1813","BRA_text95","science",1,"Brazil"
"1814","BRA_text97","science",2,"Brazil"
"1815","BRA_text97","speaking",1,"Brazil"
"1816","BRA_text98","science",2,"Brazil"
"1817","BRA_text99","science",5,"Brazil"
"1818","BRA_text99","active_learning",1,"Brazil"
"1819","BRA_text100","reading_comprehension",1,"Brazil"
"1820","BRA_text100","science",2,"Brazil"
"1821","BRA_text101","science",1,"Brazil"
"1822","BRA_text101","speaking",1,"Brazil"
"1823","BRA_text102","science",2,"Brazil"
"1824","BRA_text103","reading_comprehension",68,"Brazil"
"1825","BRA_text103","science",4,"Brazil"
"1826","BRA_text103","writing",3,"Brazil"
"1827","BRA_text103","active_learning",1,"Brazil"
"1828","BRA_text103","monitoring",3,"Brazil"
"1829","BRA_text104","reading_comprehension",1,"Brazil"
"1830","BRA_text104","science",1,"Brazil"
"1831","BRA_text104","speaking",1,"Brazil"
"1832","BRA_text105","science",2,"Brazil"
"1833","BRA_text106","speaking",20,"Brazil"
"1834","BRA_text106","active_learning",1,"Brazil"
"1835","BRA_text106","learning_strategy",1,"Brazil"
"1836","BRA_text107","science",1,"Brazil"
"1837","BRA_text107","speaking",20,"Brazil"
"1838","BRA_text107","learning_strategy",2,"Brazil"
"1839","BRA_text108","science",2,"Brazil"
"1840","BRA_text108","active_learning",1,"Brazil"
"1841","BRA_text108","learning_strategy",1,"Brazil"
"1842","BRA_text109","active_listening",1,"Brazil"
"1843","BRA_text109","science",3,"Brazil"
"1844","BRA_text109","active_learning",2,"Brazil"
"1845","BRA_text110","active_listening",1,"Brazil"
"1846","BRA_text110","science",4,"Brazil"
"1847","BRA_text110","writing",1,"Brazil"
"1848","BRA_text111","science",12,"Brazil"
"1849","BRA_text112","science",2,"Brazil"
"1850","BRA_text113","science",9,"Brazil"
"1851","BRA_text113","speaking",1,"Brazil"
"1852","BRA_text113","monitoring",1,"Brazil"
"1853","BRA_text114","active_listening",1,"Brazil"
"1854","BRA_text114","reading_comprehension",3,"Brazil"
"1855","BRA_text114","speaking",1,"Brazil"
"1856","BRA_text114","monitoring",2,"Brazil"
"1857","BRA_text115","active_listening",2,"Brazil"
"1858","BRA_text115","reading_comprehension",1,"Brazil"
"1859","BRA_text115","science",27,"Brazil"
"1860","BRA_text115","active_learning",1,"Brazil"
"1861","BRA_text115","critical_thinking",1,"Brazil"
"1862","BRA_text115","learning_strategy",2,"Brazil"
"1863","BRA_text115","monitoring",1,"Brazil"
"1864","BRA_text117","science",16,"Brazil"
"1865","BRA_text117","critical_thinking",1,"Brazil"
"1866","BRA_text117","monitoring",2,"Brazil"
"1867","BRA_text118","science",2,"Brazil"
"1868","BRA_text118","critical_thinking",1,"Brazil"
"1869","BRA_text119","active_listening",2,"Brazil"
"1870","BRA_text119","science",3,"Brazil"
"1871","BRA_text119","active_learning",2,"Brazil"
"1872","BRA_text120","science",6,"Brazil"
"1873","BRA_text121","mathematics",1,"Brazil"
"1874","BRA_text121","science",3,"Brazil"
"1875","BRA_text122","reading_comprehension",4,"Brazil"
"1876","BRA_text122","science",7,"Brazil"
"1877","BRA_text122","learning_strategy",4,"Brazil"
"1878","BRA_text123","active_listening",2,"Brazil"
"1879","BRA_text123","science",4,"Brazil"
"1880","BRA_text123","active_learning",2,"Brazil"
"1881","BRA_text124","science",2,"Brazil"
"1882","BRA_text125","active_listening",1,"Brazil"
"1883","BRA_text125","reading_comprehension",1,"Brazil"
"1884","BRA_text125","science",6,"Brazil"
"1885","BRA_text125","speaking",1,"Brazil"
"1886","BRA_text126","mathematics",20,"Brazil"
"1887","BRA_text127","active_listening",1,"Brazil"
"1888","BRA_text127","science",2,"Brazil"
"1889","BRA_text127","monitoring",2,"Brazil"
"1890","BRA_text128","science",2,"Brazil"
"1891","BRA_text129","science",2,"Brazil"
"1892","BRA_text131","reading_comprehension",1,"Brazil"
"1893","BRA_text131","science",1,"Brazil"
"1894","BRA_text132","active_listening",1,"Brazil"
"1895","BRA_text133","active_listening",1,"Brazil"
"1896","BRA_text133","science",2,"Brazil"
"1897","BRA_text133","speaking",2,"Brazil"
"1898","BRA_text133","active_learning",1,"Brazil"
"1899","BRA_text134","mathematics",1,"Brazil"
"1900","BRA_text134","science",2,"Brazil"
"1901","BRA_text134","speaking",1,"Brazil"
"1902","BRA_text135","reading_comprehension",2,"Brazil"
"1903","BRA_text135","science",4,"Brazil"
"1904","BRA_text135","speaking",1,"Brazil"
"1905","BRA_text136","speaking",1,"Brazil"
"1906","BRA_text137","reading_comprehension",1,"Brazil"
"1907","BRA_text137","science",9,"Brazil"
"1908","BRA_text137","speaking",1,"Brazil"
"1909","BRA_text138","science",4,"Brazil"
"1910","BRA_text138","speaking",1,"Brazil"
"1911","BRA_text139","active_listening",1,"Brazil"
"1912","BRA_text139","science",4,"Brazil"
"1913","BRA_text139","speaking",2,"Brazil"
"1914","BRA_text139","active_learning",2,"Brazil"
"1915","BRA_text140","reading_comprehension",2,"Brazil"
"1916","BRA_text140","science",4,"Brazil"
"1917","BRA_text140","speaking",1,"Brazil"
"1918","BRA_text141","active_listening",1,"Brazil"
"1919","BRA_text141","science",3,"Brazil"
"1920","BRA_text141","active_learning",1,"Brazil"
"1921","BRA_text142","reading_comprehension",1,"Brazil"
"1922","BRA_text142","science",2,"Brazil"
"1923","BRA_text142","speaking",2,"Brazil"
"1924","BRA_text142","active_learning",1,"Brazil"
"1925","BRA_text142","monitoring",1,"Brazil"
"1926","BRA_text143","mathematics",8,"Brazil"
"1927","BRA_text143","science",1,"Brazil"
"1928","BRA_text144","science",25,"Brazil"
"1929","BRA_text144","speaking",1,"Brazil"
"1930","BRA_text144","writing",2,"Brazil"
"1931","BRA_text145","reading_comprehension",1,"Brazil"
"1932","BRA_text145","science",1,"Brazil"
"1933","BRA_text146","science",10,"Brazil"
"1934","BRA_text146","speaking",1,"Brazil"
"1935","BRA_text147","science",1,"Brazil"
"1936","BRA_text147","speaking",1,"Brazil"
"1937","BRA_text147","monitoring",1,"Brazil"
"1938","BRA_text148","science",1,"Brazil"
"1939","BRA_text149","reading_comprehension",1,"Brazil"
"1940","BRA_text149","science",1,"Brazil"
"1941","BRA_text149","speaking",1,"Brazil"
"1942","BRA_text150","reading_comprehension",3,"Brazil"
"1943","BRA_text151","reading_comprehension",1,"Brazil"
"1944","BRA_text151","monitoring",1,"Brazil"
"1945","BRA_text152","reading_comprehension",2,"Brazil"
"1946","BRA_text152","science",2,"Brazil"
"1947","BRA_text153","reading_comprehension",4,"Brazil"
"1948","BRA_text153","speaking",1,"Brazil"
"1949","BRA_text154","science",1,"Brazil"
"1950","BRA_text154","monitoring",1,"Brazil"
"1951","BRA_text155","science",4,"Brazil"
"1952","BRA_text155","critical_thinking",1,"Brazil"
"1953","BRA_text156","science",6,"Brazil"
"1954","BRA_text157","science",1,"Brazil"
"1955","BRA_text157","speaking",1,"Brazil"
"1956","BRA_text157","monitoring",1,"Brazil"
"1957","BRA_text158","science",8,"Brazil"
"1958","BRA_text158","speaking",1,"Brazil"
"1959","BRA_text159","science",1,"Brazil"
"1960","BRA_text159","speaking",9,"Brazil"
"1961","BRA_text160","mathematics",13,"Brazil"
"1962","BRA_text160","science",24,"Brazil"
"1963","BRA_text160","speaking",1,"Brazil"
"1964","BRA_text160","monitoring",1,"Brazil"
"1965","BRA_text161","science",2,"Brazil"
"1966","BRA_text162","science",15,"Brazil"
"1967","BRA_text162","speaking",1,"Brazil"
"1968","BRA_text162","active_learning",1,"Brazil"
"1969","BRA_text163","science",14,"Brazil"
"1970","BRA_text163","speaking",1,"Brazil"
"1971","BRA_text164","science",10,"Brazil"
"1972","BRA_text164","speaking",2,"Brazil"
"1973","BRA_text164","learning_strategy",1,"Brazil"
"1974","BRA_text165","science",8,"Brazil"
"1975","BRA_text165","speaking",1,"Brazil"
"1976","BRA_text166","reading_comprehension",3,"Brazil"
"1977","BRA_text166","science",8,"Brazil"
"1978","BRA_text166","speaking",1,"Brazil"
"1979","BRA_text167","active_listening",1,"Brazil"
"1980","BRA_text167","science",8,"Brazil"
"1981","BRA_text167","speaking",1,"Brazil"
"1982","BRA_text167","monitoring",1,"Brazil"
"1983","BRA_text168","mathematics",13,"Brazil"
"1984","BRA_text168","science",24,"Brazil"
"1985","BRA_text168","speaking",1,"Brazil"
"1986","BRA_text168","monitoring",1,"Brazil"
"1987","BRA_text169","reading_comprehension",3,"Brazil"
"1988","BRA_text169","science",8,"Brazil"
"1989","BRA_text169","speaking",1,"Brazil"
"1990","BRA_text170","reading_comprehension",1,"Brazil"
"1991","BRA_text170","science",8,"Brazil"
"1992","BRA_text170","speaking",1,"Brazil"
"1993","BRA_text171","science",1,"Brazil"
"1994","BRA_text171","speaking",1,"Brazil"
"1995","BRA_text172","science",9,"Brazil"
"1996","BRA_text172","speaking",1,"Brazil"
"1997","BRA_text173","science",1,"Brazil"
"1998","BRA_text173","speaking",1,"Brazil"
"1999","BRA_text173","writing",1,"Brazil"
"2000","BRA_text174","science",8,"Brazil"
"2001","BRA_text174","speaking",1,"Brazil"
"2002","BRA_text175","reading_comprehension",1,"Brazil"
"2003","BRA_text175","monitoring",1,"Brazil"
"2004","BRA_text177","active_listening",1,"Brazil"
"2005","BRA_text177","learning_strategy",1,"Brazil"
"2006","BRA_text179","science",6,"Brazil"
"2007","BRA_text180","reading_comprehension",1,"Brazil"
"2008","BRA_text180","science",1,"Brazil"
"2009","BRA_text180","speaking",2,"Brazil"
"2010","BRA_text181","science",18,"Brazil"
"2011","BRA_text181","learning_strategy",3,"Brazil"
"2012","BRA_text181","monitoring",1,"Brazil"
"2013","BRA_text182","reading_comprehension",1,"Brazil"
"2014","BRA_text182","critical_thinking",1,"Brazil"
"2015","BRA_text183","reading_comprehension",1,"Brazil"
"2016","BRA_text183","science",6,"Brazil"
"2017","BRA_text183","speaking",6,"Brazil"
"2018","BRA_text183","learning_strategy",1,"Brazil"
"2019","BRA_text183","monitoring",1,"Brazil"
"2020","BRA_text184","science",11,"Brazil"
"2021","BRA_text185","science",2,"Brazil"
"2022","BRA_text185","monitoring",1,"Brazil"
"2023","BRA_text186","active_listening",1,"Brazil"
"2024","BRA_text186","reading_comprehension",1,"Brazil"
"2025","BRA_text186","science",6,"Brazil"
"2026","BRA_text186","speaking",1,"Brazil"
"2027","BRA_text187","reading_comprehension",1,"Brazil"
"2028","BRA_text187","science",4,"Brazil"
"2029","BRA_text187","speaking",1,"Brazil"
"2030","BRA_text187","active_learning",2,"Brazil"
"2031","BRA_text188","science",1,"Brazil"
"2032","BRA_text189","science",2,"Brazil"
"2033","BRA_text190","active_listening",1,"Brazil"
"2034","BRA_text190","reading_comprehension",2,"Brazil"
"2035","BRA_text190","science",4,"Brazil"
"2036","BRA_text190","active_learning",1,"Brazil"
"2037","BRA_text191","science",3,"Brazil"
"2038","BRA_text192","science",2,"Brazil"
"2039","BRA_text192","speaking",1,"Brazil"
"2040","BRA_text192","monitoring",1,"Brazil"
"2041","BRA_text193","active_learning",2,"Brazil"
"2042","BRA_text193","monitoring",2,"Brazil"
"2043","BRA_text194","speaking",1,"Brazil"
"2044","BRA_text195","science",2,"Brazil"
"2045","BRA_text197","reading_comprehension",1,"Brazil"
"2046","BRA_text197","science",11,"Brazil"
"2047","BRA_text197","speaking",1,"Brazil"
"2048","BRA_text198","mathematics",1,"Brazil"
"2049","BRA_text198","reading_comprehension",1,"Brazil"
"2050","BRA_text198","science",2,"Brazil"
"2051","BRA_text198","critical_thinking",1,"Brazil"
"2052","BRA_text199","reading_comprehension",1,"Brazil"
"2053","BRA_text199","science",2,"Brazil"
"2054","BRA_text200","active_listening",1,"Brazil"
"2055","BRA_text200","mathematics",13,"Brazil"
"2056","BRA_text200","reading_comprehension",1,"Brazil"
"2057","BRA_text200","science",22,"Brazil"
"2058","BRA_text200","learning_strategy",1,"Brazil"
"2059","BRA_text201","reading_comprehension",1,"Brazil"
"2060","BRA_text201","science",2,"Brazil"
"2061","BRA_text202","active_listening",1,"Brazil"
"2062","BRA_text202","reading_comprehension",1,"Brazil"
